Transaction_Date,Transaction_Time,Customer_ID,Customer_Type,Transaction_Type,Transaction_Amount,Is_Fraudulent
2023-12-07,18:38:22,10574,Basic,Online,21.78,0
2023-12-06,14:15:32,25766,Standard,POS,129.1,0
2023-11-12,01:22:25,29486,Premium,ATM,2737.22,0
2023-01-31,21:16:19,39547,Standard,Online,108.69,0
2023-07-19,10:46:44,46841,Basic,Online,16.75,0
2023-08-15,20:55:06,40612,Basic,ATM,13.85,0
2023-12-25,04:15:10,29783,Standard,POS,32.61,0
2023-12-03,09:17:43,47727,Premium,Online,42.05,0
2023-04-08,23:59:08,47969,Premium,POS,2143.3,0
2023-03-09,13:33:22,1489,Premium,Online,287.9,0
2023-03-12,03:20:49,33743,Standard,Online,25.71,0
2023-10-18,06:37:13,13470,Basic,ATM,30.45,0
2023-02-24,01:43:59,25599,Premium,ATM,1021.86,0
2023-01-03,05:31:01,32831,Standard,Online,53.23,0
2023-05-19,13:15:09,6587,Standard,POS,314.91,0
2023-07-25,20:27:17,48513,Premium,Online,51.19,0
2023-04-24,06:20:48,46211,Basic,ATM,26.82,0
2023-08-30,14:54:42,23789,Basic,Online,10.0,0
2023-11-04,10:56:13,36330,Premium,POS,99.27,0
2023-09-11,09:14:15,4237,Premium,ATM,72.02,0
2023-08-14,19:05:53,3912,Standard,POS,215.85,0
2023-07-16,14:09:39,22113,Basic,Online,32.26,1
2023-11-06,17:26:07,44466,Basic,ATM,24.46,0
2023-05-30,14:52:53,12971,Standard,Online,42.09,0
2023-10-24,07:31:29,43459,Premium,Online,236.46,0
2023-08-13,12:24:41,19599,Standard,Online,10.04,1
2023-07-21,11:10:24,17060,Premium,Online,8325.23,1
2023-12-06,06:32:56,29386,Standard,Online,35.79,0
2023-07-12,15:29:08,36113,Premium,POS,108.64,0
2023-12-15,03:45:48,40396,Basic,Online,23.1,0
2023-03-28,07:49:08,22788,Standard,ATM,40.84,0
2023-04-30,12:30:27,18386,Premium,ATM,123.8,0
2023-04-08,13:25:19,14481,Standard,Online,51.26,0
2023-03-14,18:19:41,42565,Premium,Online,104.41,0
2023-05-14,19:00:51,37119,Standard,ATM,16.01,0
2023-01-11,03:19:15,12454,Standard,Online,12.41,0
2023-03-25,21:21:40,20449,Basic,ATM,10.0,0
2023-10-21,07:59:05,45367,Premium,Online,28.46,0
2023-02-09,06:26:07,34132,Basic,ATM,26.93,0
2023-07-18,16:25:36,17211,Premium,POS,103.13,0
2023-12-24,02:50:36,17710,Standard,Online,85.92,0
2023-05-14,05:12:47,22836,Basic,ATM,10.0,0
2023-02-20,05:19:22,24950,Premium,Online,3608.28,0
2023-06-26,18:50:23,3047,Standard,Online,13.46,0
2023-03-19,19:01:24,10329,Standard,ATM,32.23,0
2023-03-27,06:00:36,36092,Basic,Online,14.93,0
2023-01-07,22:50:54,14570,Premium,POS,122.99,0
2023-12-30,22:27:43,11832,Premium,POS,686.68,0
2023-11-14,10:14:01,9164,Standard,POS,14.76,0
2023-01-17,14:32:50,33242,Premium,Online,768.81,0
2023-12-16,12:29:56,22485,Premium,Online,5149.65,0
2023-07-30,06:36:59,17472,Basic,Online,10.0,0
2023-05-10,10:52:02,40687,Standard,Online,526.98,0
2023-12-01,03:03:27,14065,Standard,POS,33.6,0
2023-04-26,23:15:15,46984,Standard,Online,19.34,0
2023-01-27,14:06:44,22432,Premium,Online,61.86,0
2023-05-06,19:53:45,25346,Standard,Online,10.0,0
2023-11-24,01:13:09,25881,Premium,POS,10556.91,0
2023-12-18,09:16:12,2713,Standard,Online,216.77,0
2023-10-25,12:29:42,49546,Standard,Online,40.9,0
2023-02-13,11:06:01,11555,Standard,Online,159.57,0
2023-05-15,18:53:02,37444,Standard,Online,35.71,0
2023-11-07,05:00:55,22472,Standard,Online,60.49,0
2023-01-23,15:36:15,3103,Premium,POS,1888.65,0
2023-08-29,17:11:04,44517,Standard,Online,202.01,0
2023-08-27,09:45:38,17099,Standard,Online,10.0,0
2023-12-23,15:31:10,13368,Premium,ATM,10.0,0
2023-10-25,16:26:02,42180,Standard,POS,15.96,0
2023-09-14,03:38:13,27989,Standard,Online,116.15,0
2023-07-08,21:49:15,30595,Standard,ATM,38.47,0
2023-06-12,19:43:01,7918,Standard,Online,10.0,0
2023-03-26,03:59:50,41404,Standard,Online,17.22,0
2023-05-06,22:49:58,41289,Standard,ATM,31.72,0
2023-07-08,02:24:27,35635,Standard,Online,16.37,0
2023-06-18,11:37:18,16223,Standard,ATM,22.3,0
2023-03-15,17:11:50,29999,Standard,Online,32.94,0
2023-04-06,18:31:18,44287,Standard,ATM,42.58,0
2023-05-20,08:22:55,24471,Premium,Online,19.47,0
2023-03-02,22:19:32,41615,Standard,Online,64.76,0
2023-06-02,20:45:45,20259,Standard,Online,19.75,0
2023-08-27,18:45:14,41517,Standard,Online,316.67,0
2023-04-19,10:56:34,4399,Premium,Online,30.07,0
2023-01-03,00:14:19,3261,Premium,POS,1956.71,0
2023-09-29,21:32:08,1997,Basic,Online,22.44,0
2023-07-29,22:42:02,17029,Basic,POS,10.0,0
2023-07-04,06:38:13,43425,Standard,ATM,53.99,0
2023-09-05,15:04:04,16091,Standard,POS,47.55,0
2023-05-21,02:48:24,41205,Standard,Online,217.85,0
2023-11-26,14:16:10,32188,Basic,ATM,10.35,0
2023-03-01,16:16:48,40613,Basic,POS,20.77,0
2023-08-28,21:42:31,42356,Standard,ATM,68.04,1
2023-04-07,04:36:06,13719,Premium,Online,667.74,0
2023-10-09,20:01:39,15135,Standard,Online,68.3,0
2023-01-05,13:23:50,36251,Standard,ATM,46.78,0
2023-03-24,23:03:08,45544,Premium,Online,575.21,0
2023-09-23,09:17:23,33640,Standard,Online,20.51,0
2023-07-09,04:44:53,26651,Premium,POS,322.28,0
2023-04-22,12:16:40,38931,Premium,Online,1163.4,0
2023-01-16,04:21:35,11341,Basic,Online,52.42,0
2023-03-02,17:49:57,38880,Standard,Online,10.0,0
2023-10-10,07:02:48,12308,Premium,ATM,83.42,0
2023-04-12,13:26:41,19223,Basic,Online,10.54,0
2023-04-04,22:19:57,28940,Premium,Online,118.44,0
2023-06-14,20:22:15,2809,Standard,Online,82.9,0
2023-10-28,20:33:01,13128,Premium,ATM,36.42,0
2023-01-07,20:06:47,19047,Premium,Online,558.54,0
2023-09-17,11:17:09,36618,Basic,Online,20.74,0
2023-12-04,14:24:31,24763,Basic,Online,43.08,0
2023-08-29,20:00:51,14903,Standard,Online,205.98,0
2023-11-22,10:28:02,35890,Premium,Online,470.09,0
2023-08-08,12:25:15,6848,Premium,POS,684.25,0
2023-06-03,06:37:58,15512,Standard,POS,44.88,0
2023-05-15,20:30:26,5354,Standard,Online,72.08,0
2023-07-26,06:14:24,14725,Standard,Online,178.32,0
2023-08-06,01:27:47,12323,Premium,POS,159.9,0
2023-04-02,05:55:32,8676,Premium,Online,133.27,0
2023-12-27,13:22:59,18077,Standard,Online,45.47,0
2023-05-14,00:27:49,31373,Premium,Online,1658.12,0
2023-08-24,04:04:13,10157,Standard,Online,171.49,0
2023-08-11,21:44:08,12194,Premium,ATM,129.09,0
2023-04-02,23:18:39,29037,Basic,Online,59.54,0
2023-08-01,04:08:34,15185,Premium,POS,1603.65,1
2023-11-02,04:12:24,45767,Standard,Online,101.84,0
2023-03-24,20:51:53,31283,Premium,ATM,83.71,0
2023-09-20,05:20:35,41149,Premium,Online,98.63,0
2023-04-19,20:58:33,34583,Standard,Online,18.59,0
2023-07-28,07:57:47,5685,Standard,Online,79.43,0
2023-09-25,16:23:13,27372,Standard,Online,51.52,0
2023-09-06,08:16:02,31059,Standard,Online,31.61,0
2023-04-07,18:53:35,13624,Basic,Online,80.37,0
2023-05-21,13:31:10,17719,Premium,Online,139.96,0
2023-07-24,11:17:28,1721,Standard,POS,76.8,0
2023-07-03,15:16:46,42715,Standard,POS,34.24,0
2023-01-24,23:45:13,33205,Standard,Online,66.62,0
2023-08-25,11:18:18,13979,Basic,Online,34.15,0
2023-01-05,11:06:40,49769,Basic,Online,34.59,0
2023-07-20,19:36:34,8332,Standard,ATM,261.28,0
2023-04-17,15:27:05,46471,Standard,ATM,17.14,0
2023-08-04,14:38:49,14472,Standard,POS,287.54,0
2023-02-11,19:46:09,23066,Premium,Online,1268.92,0
2023-10-04,00:57:04,32476,Basic,Online,19.2,0
2023-05-29,05:19:11,24560,Standard,Online,22.48,0
2023-03-22,22:49:22,37542,Standard,POS,183.95,0
2023-12-28,01:18:13,27866,Standard,ATM,72.35,0
2023-05-25,09:04:10,7309,Standard,POS,62.54,0
2023-01-13,00:01:17,33227,Standard,POS,190.26,0
2023-08-01,22:51:59,17257,Standard,Online,536.91,0
2023-10-27,00:48:35,35819,Standard,POS,12.52,0
2023-06-04,18:50:14,46136,Standard,Online,10.0,0
2023-08-28,08:32:34,6368,Premium,Online,572.82,0
2023-09-01,05:24:26,43378,Standard,Online,25.83,0
2023-05-01,15:34:10,16050,Standard,ATM,192.47,0
2023-04-21,01:11:23,20070,Standard,ATM,81.41,0
2023-06-19,12:04:53,34064,Standard,Online,105.82,0
2023-04-23,04:57:06,34488,Premium,POS,1438.06,0
2023-06-04,18:57:28,33740,Standard,POS,406.31,0
2023-05-22,03:59:39,28944,Standard,Online,39.82,1
2023-05-06,06:03:55,48836,Standard,Online,27.73,0
2023-07-09,07:42:53,33195,Premium,Online,2360.11,0
2023-05-29,09:29:23,23447,Standard,Online,134.01,0
2023-09-04,09:04:10,44961,Basic,POS,33.26,0
2023-03-26,15:13:20,12055,Standard,ATM,272.35,0
2023-02-09,01:03:32,21929,Premium,ATM,109.82,0
2023-04-05,08:05:59,2374,Standard,Online,25.02,0
2023-07-27,20:55:47,26259,Standard,Online,11.12,0
2023-11-05,04:23:24,35994,Premium,Online,81.44,0
2023-11-12,17:19:04,35961,Standard,ATM,50.74,0
2023-10-12,01:18:47,15141,Premium,Online,1359.36,0
2023-04-15,07:29:55,9629,Standard,Online,45.69,0
2023-01-23,03:24:06,3769,Standard,POS,338.01,0
2023-04-20,00:20:07,40878,Premium,Online,743.67,0
2023-10-21,02:01:45,45133,Standard,Online,45.74,0
2023-01-16,11:01:18,49797,Standard,POS,35.03,0
2023-09-05,05:30:52,34655,Premium,Online,697.89,0
2023-12-07,12:45:38,9900,Standard,ATM,87.47,0
2023-03-18,03:44:03,21263,Premium,Online,1054.63,0
2023-08-22,03:08:15,37326,Standard,Online,470.7,0
2023-11-06,14:00:14,4182,Standard,Online,74.35,0
2023-11-12,00:32:46,10319,Standard,ATM,10.0,0
2023-02-20,11:53:18,5409,Basic,ATM,12.65,0
2023-03-17,02:19:16,2611,Premium,Online,269.87,0
2023-06-07,07:40:50,36916,Premium,Online,585.87,0
2023-12-30,20:20:23,14850,Standard,Online,14.53,0
2023-06-14,15:21:35,40579,Standard,Online,16.73,0
2023-06-11,08:30:06,39913,Premium,ATM,1398.39,0
2023-11-07,11:42:58,28677,Standard,POS,170.23,0
2023-07-10,17:21:25,1907,Standard,ATM,73.08,0
2023-02-02,23:24:30,48324,Standard,Online,15.71,0
2023-02-11,07:01:20,2020,Standard,ATM,46.86,0
2023-09-29,02:08:34,49298,Premium,ATM,261.32,0
2023-03-08,03:12:34,27261,Premium,Online,108.95,0
2023-11-09,23:30:39,34268,Basic,Online,46.18,0
2023-02-21,18:26:05,9300,Premium,Online,9399.59,0
2023-08-02,03:54:33,46382,Standard,Online,43.11,0
2023-08-13,19:24:20,47923,Standard,ATM,12.57,0
2023-10-12,16:23:58,48941,Premium,Online,2084.71,0
2023-12-21,16:37:55,4216,Standard,POS,13.9,0
2023-02-08,01:50:01,26525,Standard,ATM,19.99,0
2023-04-15,13:44:24,30866,Basic,Online,58.83,0
2023-01-26,18:44:38,6804,Standard,ATM,67.05,0
2023-09-06,12:00:39,22668,Standard,POS,78.71,0
2023-11-09,12:36:13,6578,Standard,Online,92.18,0
2023-10-30,19:43:40,45270,Basic,Online,54.81,0
2023-05-19,04:06:11,2267,Premium,POS,16.39,0
2023-12-22,12:50:36,3422,Standard,Online,117.34,0
2023-10-11,15:15:47,23043,Premium,Online,2127.34,0
2023-08-20,05:27:02,30150,Basic,Online,10.0,1
2023-04-09,12:47:42,17531,Premium,POS,150.6,0
2023-04-06,16:00:32,39173,Premium,Online,522.82,0
2023-09-06,16:57:53,9743,Basic,Online,10.0,0
2023-10-04,17:59:33,40754,Premium,ATM,228.31,0
2023-04-13,15:56:28,15464,Standard,ATM,10.0,0
2023-10-27,15:40:51,25718,Standard,Online,40.58,0
2023-09-26,01:37:05,4435,Standard,ATM,28.53,0
2023-07-19,18:52:10,26545,Standard,POS,78.04,0
2023-12-15,07:18:52,4567,Basic,Online,15.29,0
2023-12-04,10:12:37,33975,Standard,Online,19.94,0
2023-07-22,19:16:35,4794,Standard,POS,250.03,1
2023-10-12,17:36:44,35860,Standard,Online,112.67,0
2023-10-15,17:12:03,36606,Premium,Online,321.29,0
2023-10-11,07:15:30,46890,Basic,ATM,10.0,0
2023-04-29,16:48:19,31253,Premium,Online,24.62,0
2023-02-12,03:59:19,36018,Basic,Online,189.56,0
2023-04-04,00:32:46,22621,Standard,POS,139.15,0
2023-04-16,00:55:02,47221,Premium,POS,312.87,0
2023-10-30,02:52:19,8071,Standard,Online,37.38,0
2023-11-07,00:33:55,26963,Standard,Online,112.36,0
2023-03-11,21:07:36,4993,Basic,POS,10.0,0
2023-04-07,18:35:33,43040,Standard,POS,826.19,0
2023-02-21,20:19:40,16151,Basic,ATM,29.16,0
2023-07-28,23:28:45,4709,Standard,Online,239.98,0
2023-02-10,02:56:12,23622,Standard,ATM,21.82,0
2023-02-05,21:58:49,11291,Standard,Online,141.87,0
2023-12-23,02:43:14,5076,Standard,ATM,12.58,0
2023-09-27,13:03:16,38487,Standard,POS,14.94,0
2023-08-27,16:11:10,41558,Premium,Online,5277.7,0
2023-04-16,21:01:46,6731,Standard,Online,39.78,0
2023-09-06,11:02:16,26960,Standard,Online,21.44,0
2023-10-21,14:29:45,18855,Premium,Online,270.92,0
2023-03-31,13:30:13,24545,Basic,POS,10.0,0
2023-06-27,07:02:17,18670,Basic,POS,18.97,0
2023-03-18,02:28:34,26358,Standard,ATM,35.04,0
2023-06-16,02:29:57,43707,Premium,Online,235.16,0
2023-03-22,02:49:18,9301,Standard,POS,264.49,0
2023-05-14,18:12:38,43581,Standard,POS,54.91,0
2023-11-17,18:50:54,38165,Premium,Online,142.34,0
2023-08-11,23:50:34,8662,Standard,Online,92.01,0
2023-12-22,11:06:26,15864,Standard,POS,280.42,1
2023-03-16,06:27:24,38820,Basic,Online,10.0,0
2023-11-10,01:58:20,28428,Premium,ATM,167.13,0
2023-07-18,07:07:38,44340,Basic,Online,20.61,0
2023-06-06,08:50:04,2341,Standard,POS,96.19,0
2023-04-10,21:15:53,3422,Standard,Online,180.58,0
2023-03-22,19:27:20,11744,Basic,Online,10.0,0
2023-10-07,11:00:49,19290,Standard,Online,32.28,0
2023-12-04,22:46:28,23706,Basic,Online,10.0,0
2023-11-13,05:52:16,18246,Premium,Online,104.93,0
2023-10-31,03:42:13,10212,Standard,Online,118.08,0
2023-12-25,20:50:56,32848,Premium,Online,977.38,0
2023-10-10,07:32:11,13129,Standard,Online,131.12,0
2023-04-16,19:07:17,28384,Premium,Online,1457.33,0
2023-07-19,18:09:10,22901,Premium,Online,651.48,0
2023-01-21,04:06:03,46610,Standard,Online,165.54,0
2023-12-15,08:25:11,13015,Basic,Online,10.0,0
2023-01-09,08:25:48,19281,Standard,POS,53.33,0
2023-05-11,20:11:53,42472,Premium,ATM,922.59,0
2023-12-09,12:26:40,20152,Basic,ATM,10.0,0
2023-03-26,19:19:30,13295,Standard,ATM,73.15,0
2023-12-16,04:18:50,29387,Standard,Online,10.0,0
2023-05-20,01:21:40,40215,Standard,Online,37.2,0
2023-08-20,05:54:33,21846,Standard,Online,59.13,0
2023-02-04,01:15:17,48397,Premium,Online,5576.19,0
2023-10-23,23:13:49,45292,Standard,POS,14.91,0
2023-03-15,14:37:40,13521,Standard,Online,225.73,0
2023-08-19,22:45:43,12218,Standard,POS,336.5,0
2023-08-05,02:56:14,5286,Standard,Online,41.51,0
2023-10-05,10:45:37,23692,Standard,Online,10.0,0
2023-09-20,07:45:50,9434,Standard,Online,39.02,0
2023-09-20,10:09:32,17102,Premium,POS,573.32,0
2023-07-03,12:15:15,26899,Premium,ATM,400.23,0
2023-02-20,01:02:45,44352,Standard,Online,83.46,0
2023-02-01,18:40:35,4686,Standard,Online,98.32,0
2023-04-03,21:33:19,31496,Standard,POS,65.56,0
2023-03-20,04:58:23,42418,Standard,ATM,10.61,0
2023-05-22,10:51:20,25043,Standard,Online,22.81,0
2023-12-09,02:24:31,24806,Premium,POS,10968.61,0
2023-09-04,01:58:36,35939,Standard,ATM,38.21,0
2023-03-28,12:06:31,34712,Premium,Online,1278.94,0
2023-09-18,19:39:10,34101,Standard,Online,89.19,0
2023-02-18,02:41:27,38703,Standard,ATM,102.24,0
2023-01-23,13:04:01,43861,Premium,ATM,1167.58,0
2023-05-26,15:52:03,24840,Premium,Online,52273.67,0
2023-07-09,14:10:15,48052,Standard,ATM,280.41,0
2023-10-27,00:55:41,19204,Standard,Online,419.81,0
2023-06-22,20:13:36,33149,Premium,ATM,52986.71,0
2023-03-23,13:49:51,8488,Standard,Online,190.19,0
2023-03-13,05:27:03,41797,Premium,Online,728.65,0
2023-12-21,06:38:15,25641,Standard,Online,52.77,0
2023-07-21,11:16:44,33846,Standard,Online,159.51,0
2023-04-24,04:51:37,3673,Basic,Online,18.44,0
2023-05-21,19:43:35,4527,Standard,Online,62.55,0
2023-10-03,17:53:11,4695,Basic,Online,24.05,0
2023-06-15,11:38:35,14339,Standard,Online,50.92,0
2023-04-25,01:52:17,35905,Premium,Online,2406.79,0
2023-09-27,13:49:28,13977,Basic,Online,24.45,0
2023-11-23,10:13:41,46522,Premium,ATM,2572.93,0
2023-01-19,11:26:36,34135,Premium,Online,47.92,0
2023-03-22,11:58:32,9294,Standard,Online,26.56,0
2023-09-24,03:14:52,19749,Standard,ATM,13.19,0
2023-12-09,10:49:59,42982,Premium,Online,238.41,0
2023-08-02,10:16:32,20773,Standard,Online,30.41,0
2023-10-07,08:48:17,36552,Standard,POS,48.02,0
2023-06-25,04:10:35,6691,Standard,Online,10.0,0
2023-06-20,16:21:45,28937,Standard,ATM,21.06,0
2023-10-06,18:13:09,16646,Premium,ATM,4755.7,0
2023-01-31,10:34:12,47557,Standard,Online,50.54,0
2023-09-19,22:27:29,44162,Basic,POS,25.02,0
2023-05-23,18:29:37,28039,Standard,Online,65.1,0
2023-02-25,15:53:15,26704,Premium,Online,3099.14,0
2023-09-23,05:15:24,6153,Standard,Online,105.71,0
2023-11-12,01:35:05,26724,Standard,Online,21.74,0
2023-12-23,13:15:42,36627,Standard,Online,768.14,0
2023-05-02,19:43:14,15923,Standard,Online,116.58,0
2023-03-29,06:29:00,33571,Standard,Online,170.48,1
2023-05-11,08:51:24,13142,Standard,ATM,24.25,1
2023-03-22,21:35:25,29690,Standard,ATM,52.42,1
2023-06-30,23:45:15,43423,Standard,Online,54.41,0
2023-10-17,10:35:05,43778,Standard,ATM,120.87,0
2023-07-26,22:26:29,14333,Premium,POS,1508.58,0
2023-05-23,14:26:06,22530,Premium,Online,27.73,0
2023-06-14,07:32:06,29065,Premium,ATM,999.17,0
2023-09-20,19:17:44,43154,Premium,Online,4930.22,0
2023-10-29,23:04:41,42573,Basic,POS,15.39,0
2023-08-04,05:09:45,31146,Premium,Online,123.24,0
2023-07-19,08:08:39,27863,Standard,Online,60.51,0
2023-07-28,07:57:00,4791,Standard,POS,258.77,0
2023-03-26,14:55:33,39199,Standard,ATM,73.86,0
2023-12-13,03:46:12,48440,Standard,POS,116.67,0
2023-10-13,22:33:54,25246,Standard,POS,151.43,0
2023-04-30,00:31:56,41235,Standard,Online,234.6,0
2023-08-24,17:49:40,7900,Premium,ATM,70.55,0
2023-03-19,14:54:45,20651,Standard,Online,61.03,0
2023-07-28,18:35:47,35758,Standard,Online,69.92,0
2023-08-04,16:11:45,14950,Standard,Online,10.0,0
2023-04-10,00:48:34,8261,Premium,POS,847.03,0
2023-06-11,21:03:31,14692,Premium,Online,961.23,0
2023-04-17,21:04:08,29820,Standard,POS,10.0,0
2023-05-13,20:51:13,5015,Standard,Online,10.0,0
2023-12-10,08:12:32,33270,Standard,Online,18.76,0
2023-02-26,06:32:06,38252,Standard,POS,1571.49,0
2023-06-17,13:35:55,30870,Basic,Online,31.62,0
2023-03-07,08:05:54,1832,Premium,Online,1196.34,0
2023-07-24,18:06:25,28535,Standard,ATM,328.14,0
2023-08-12,03:41:56,46760,Basic,Online,10.0,0
2023-07-13,10:27:35,47750,Standard,Online,10.0,0
2023-02-18,10:46:24,18538,Standard,POS,46.09,0
2023-07-16,12:27:27,8943,Premium,POS,289.34,0
2023-01-08,20:33:23,36940,Basic,POS,147.71,0
2023-02-28,11:14:37,43105,Basic,Online,10.0,0
2023-07-10,06:41:40,14761,Standard,Online,218.96,0
2023-04-01,16:03:57,18762,Premium,Online,2262.48,0
2023-05-23,19:39:43,11004,Standard,ATM,20.32,1
2023-10-22,18:36:50,34161,Basic,Online,26.6,0
2023-05-16,12:57:22,34673,Premium,Online,142.6,0
2023-05-12,07:07:37,43252,Standard,ATM,62.17,0
2023-08-16,14:01:14,44184,Premium,Online,175.69,0
2023-04-08,22:41:53,17439,Basic,Online,10.0,0
2023-02-19,19:05:19,15867,Premium,Online,292.48,0
2023-12-10,23:52:50,11149,Premium,POS,196.71,0
2023-06-08,23:15:19,37389,Standard,ATM,17.67,0
2023-08-07,08:12:31,16326,Standard,Online,96.03,0
2023-05-19,10:22:30,43923,Standard,ATM,28.36,0
2023-07-06,02:55:50,18308,Standard,POS,178.45,0
2023-05-25,04:01:57,41459,Standard,Online,45.2,0
2023-02-23,10:02:30,45910,Standard,Online,12.42,0
2023-10-14,06:37:08,5902,Basic,Online,100.42,0
2023-12-20,00:26:55,32607,Premium,POS,38.63,0
2023-09-04,22:18:29,44056,Basic,Online,14.86,0
2023-07-26,02:57:06,23837,Standard,Online,268.41,0
2023-11-13,07:47:47,44211,Standard,Online,50.96,0
2023-09-19,07:16:11,18341,Premium,POS,4766.82,0
2023-12-04,03:53:36,46605,Premium,Online,84.35,0
2023-01-01,06:15:16,9303,Premium,Online,139.12,0
2023-04-09,07:26:35,16740,Basic,Online,21.76,1
2023-08-04,22:29:17,35829,Standard,Online,53.24,0
2023-06-15,04:35:17,35927,Standard,Online,10.0,0
2023-01-18,03:30:12,27067,Standard,Online,112.2,0
2023-01-07,22:33:52,3553,Standard,Online,10.0,0
2023-03-25,09:40:10,12679,Premium,Online,261.33,0
2023-01-17,08:21:54,39636,Premium,Online,18493.85,0
2023-07-08,12:46:31,6403,Standard,POS,42.4,0
2023-03-28,09:36:47,5978,Standard,POS,91.86,0
2023-11-28,19:11:34,34469,Standard,ATM,40.39,0
2023-01-21,14:10:09,11705,Standard,Online,10.0,0
2023-09-20,23:38:31,9534,Basic,Online,19.01,0
2023-01-02,22:57:46,41522,Standard,ATM,50.4,0
2023-11-30,18:16:21,10971,Standard,ATM,15.09,0
2023-06-16,11:32:57,33267,Standard,Online,240.17,0
2023-02-20,04:45:20,25463,Premium,ATM,536.51,0
2023-10-13,08:52:03,32809,Standard,Online,43.28,0
2023-10-07,17:44:30,20108,Standard,Online,1049.02,0
2023-09-19,05:55:36,42757,Premium,Online,646.35,0
2023-11-30,10:01:52,1605,Basic,ATM,27.94,0
2023-05-17,13:51:10,38924,Premium,Online,128.81,0
2023-09-16,02:17:44,15176,Standard,Online,10.0,0
2023-11-11,17:48:45,31802,Standard,ATM,18.23,0
2023-04-01,18:16:40,49266,Standard,ATM,43.88,0
2023-12-28,19:10:09,12291,Premium,POS,1482.87,0
2023-07-16,10:51:42,32334,Premium,Online,1558.04,0
2023-01-17,14:15:55,32139,Standard,Online,139.05,0
2023-08-31,14:29:16,6585,Standard,Online,159.83,0
2023-01-13,13:58:35,4864,Basic,Online,20.29,0
2023-04-28,00:02:42,48894,Basic,Online,10.0,0
2023-01-12,18:31:23,36925,Standard,Online,18.33,0
2023-08-29,12:01:35,11204,Standard,Online,289.82,0
2023-11-16,00:24:25,49641,Premium,Online,1574.07,0
2023-10-09,05:58:43,15837,Standard,Online,20.31,0
2023-02-17,17:26:19,37805,Basic,POS,94.94,0
2023-11-20,03:38:20,3539,Premium,Online,10.99,0
2023-09-22,04:57:16,10946,Basic,ATM,11.23,0
2023-07-24,05:25:30,42237,Basic,Online,53.95,0
2023-01-26,06:36:07,30828,Basic,Online,44.66,0
2023-04-27,16:50:35,20407,Basic,Online,13.05,0
2023-07-28,08:43:25,48182,Standard,Online,44.43,0
2023-05-04,23:16:12,2939,Premium,POS,1912.05,0
2023-12-03,21:24:02,12994,Standard,Online,31.87,0
2023-12-11,22:16:05,1234,Standard,ATM,72.03,0
2023-10-02,13:02:54,41508,Standard,POS,11.69,0
2023-03-28,17:13:16,25897,Standard,Online,105.77,0
2023-08-21,07:41:40,16802,Premium,ATM,465.33,0
2023-10-02,08:01:27,44871,Premium,ATM,119.13,0
2023-04-26,23:00:44,7453,Standard,Online,16.63,0
2023-03-09,06:20:06,49259,Standard,POS,31.64,0
2023-08-11,02:08:04,41499,Standard,Online,33.16,0
2023-12-04,13:55:47,20687,Standard,Online,69.85,0
2023-05-06,10:01:31,9693,Standard,ATM,10.0,0
2023-10-12,12:58:24,7637,Standard,Online,52.97,0
2023-12-01,14:39:33,15876,Premium,Online,6754.9,0
2023-09-17,19:27:27,28653,Premium,ATM,280.72,0
2023-05-27,00:12:07,45561,Standard,ATM,780.02,0
2023-01-26,03:24:29,40889,Basic,Online,17.93,0
2023-08-04,19:51:14,12554,Standard,POS,10.0,0
2023-05-30,04:14:35,28748,Standard,Online,52.73,0
2023-03-13,18:30:08,31089,Standard,Online,57.76,0
2023-03-28,06:54:04,36571,Basic,POS,59.97,0
2023-03-23,09:54:14,23761,Standard,POS,141.58,0
2023-09-09,10:21:20,32313,Standard,POS,13.98,0
2023-03-04,18:44:46,18440,Standard,Online,20.65,0
2023-05-18,22:21:46,35076,Premium,Online,12.32,0
2023-12-25,14:02:01,29231,Standard,Online,69.48,0
2023-08-08,12:01:31,23105,Standard,Online,100.88,0
2023-06-22,04:22:06,17784,Premium,Online,206.52,0
2023-09-05,17:41:32,17410,Basic,Online,10.0,0
2023-07-18,23:34:24,17240,Premium,POS,16886.74,0
2023-06-11,06:50:06,1683,Standard,Online,129.35,0
2023-12-24,19:26:52,17827,Premium,POS,5958.27,0
2023-12-05,08:11:59,21191,Premium,POS,92.7,0
2023-10-13,18:25:25,25959,Premium,POS,226.11,0
2023-11-10,09:21:06,36351,Standard,Online,148.55,0
2023-08-31,05:20:07,3936,Basic,Online,12.01,0
2023-02-10,04:37:50,24371,Standard,Online,181.27,0
2023-03-31,05:08:10,5190,Standard,POS,10.0,0
2023-11-21,22:35:06,31519,Standard,POS,190.99,0
2023-09-28,20:42:18,24074,Premium,Online,592.96,0
2023-05-05,08:20:13,12379,Basic,ATM,29.56,0
2023-04-30,01:19:23,37726,Standard,POS,10.0,0
2023-01-31,20:29:40,28475,Premium,ATM,119.51,0
2023-11-15,06:16:11,18139,Standard,Online,127.0,0
2023-11-27,05:22:08,6555,Standard,ATM,126.04,0
2023-05-21,03:08:45,30470,Premium,ATM,103.03,0
2023-09-14,20:02:26,12051,Standard,POS,295.64,0
2023-04-15,22:30:07,28313,Standard,Online,57.62,0
2023-09-01,20:05:16,14613,Premium,Online,1090.09,0
2023-04-01,03:05:05,14164,Premium,Online,335.81,0
2023-08-18,02:54:05,18984,Premium,Online,578.15,0
